edition,edition_id,country_noc,sport,event,result_id,athlete,athlete_id,pos,medal,isTeamSport
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",9001221,Sim Seok-Hui,128111,1,Gold,True
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",9001221,Choi Min-Jeong,137639,1,Gold,True
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",9001221,Kim Ye-Jin,137641,1,Gold,True
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",9001221,Kim A-Rang,128109,1,Gold,True
2018 Winter Olympics,60,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",9001221,Lee Yu-Bin,137642,1,Gold,True
2018 Winter Olympics,60,KOR,Skeleton,"Skeleton, Men",9000790,Yun Seong-Bin,128095,1,Gold,False
2018 Winter Olympics,60,KOR,Skeleton,"Skeleton, Men",9000790,Kim Ji-Su,137622,6,,False
2018 Winter Olympics,60,KOR,Skeleton,"Skeleton, Women",9000797,Sophia Jeong,137621,15,,False
2018 Winter Olympics,60,KOR,Ski Jumping,"Normal Hill, Individual, Men",9000810,Choi Seo-Wu,99856,41,,False
2018 Winter Olympics,60,KOR,Ski Jumping,"Normal Hill, Individual, Men",9000810,Kim Hyeon-Gi,99880,52,,False
2018 Winter Olympics,60,KOR,Ski Jumping,"Large Hill, Individual, Men",9000815,Choi Seo-Wu,99856,45,,False
2018 Winter Olympics,60,KOR,Ski Jumping,"Large Hill, Individual, Men",9000815,Kim Hyeon-Gi,99880,55,,False
2018 Winter Olympics,60,KOR,Ski Jumping,"Large Hill, Team, Men",9000820,Kim Hyeon-Gi,99880,12,,True
2018 Winter Olympics,60,KOR,Ski Jumping,"Large Hill, Team, Men",9000820,Park Je-Eon,137620,12,,True
2018 Winter Olympics,60,KOR,Ski Jumping,"Large Hill, Team, Men",9000820,Choi Heung-Cheol,99855,12,,True
2018 Winter Olympics,60,KOR,Ski Jumping,"Large Hill, Team, Men",9000820,Choi Seo-Wu,99856,12,,True
2018 Winter Olympics,60,KOR,Ski Jumping,"Normal Hill, Individual, Women",9000823,Park Gyu-Rim,137623,35,,False
2018 Winter Olympics,60,KOR,Snowboarding,"Parallel Giant Slalom, Men",9000850,Lee Sang-Ho,137631,2,Silver,False
2018 Winter Olympics,60,KOR,Snowboarding,"Parallel Giant Slalom, Men",9000850,Kim Sang-Gyeom,128098,15,,False
2018 Winter Olympics,60,KOR,Snowboarding,"Parallel Giant Slalom, Men",9000850,Choi Bo-Gun,137628,26,,False
2018 Winter Olympics,60,KOR,Snowboarding,"Slopestyle, Men",9000895,Lee Min-Sik,137630,DNS,,False
2018 Winter Olympics,60,KOR,Snowboarding,"Halfpipe, Men",9000874,Lee Gwang-Gi,128099,14,,False
2018 Winter Olympics,60,KOR,Snowboarding,"Halfpipe, Men",9000874,Gwon Lee-Jun,137629,21,,False
2018 Winter Olympics,60,KOR,Snowboarding,"Halfpipe, Men",9000874,Kim Ho-Jun,119586,24,,False
2018 Winter Olympics,60,KOR,Snowboarding,"Big Air, Men",9000884,Lee Min-Sik,137630,27,,False
2018 Winter Olympics,60,KOR,Snowboarding,"Parallel Giant Slalom, Women",9000930,Jeong Hae-Rim,137625,20,,False
2018 Winter Olympics,60,KOR,Snowboarding,"Parallel Giant Slalom, Women",9000930,Sin Da-Hye,137627,25,,False
2018 Winter Olympics,60,KOR,Snowboarding,"Halfpipe, Women",9000954,Gwon Seon-Wu,137626,20,,False
2018 Winter Olympics,60,KOR,Speed Skating,"500 metres, Men",9001025,Cha Min-Gyu,137635,2,Silver,False
2018 Winter Olympics,60,KOR,Speed Skating,"500 metres, Men",9001025,Kim Jun-Ho,128107,12,,False
2018 Winter Olympics,60,KOR,Speed Skating,"500 metres, Men",9001025,Mo Tae-Beom,119703,16,,False
2018 Winter Olympics,60,KOR,Speed Skating,"1,000 metres, Men",9001028,Kim Tae-Yun,128108,3,Bronze,False
2018 Winter Olympics,60,KOR,Speed Skating,"1,000 metres, Men",9001028,Cha Min-Gyu,137635,12,,False
2018 Winter Olympics,60,KOR,Speed Skating,"1,000 metres, Men",9001028,Jeong Jae-Ung,137637,13,,False
2018 Winter Olympics,60,KOR,Speed Skating,"1,500 metres, Men",9001029,Kim Min-Seok,137638,3,Bronze,False
2018 Winter Olympics,60,KOR,Speed Skating,"1,500 metres, Men",9001029,Ju Hyeong-Jun,128105,17,,False
2018 Winter Olympics,60,KOR,Speed Skating,"5,000 metres, Men",9001030,Lee Seung-Hun,119690,5,,False
2018 Winter Olympics,60,KOR,Speed Skating,"10,000 metres, Men",9001031,Lee Seung-Hun,119690,4,,False
2018 Winter Olympics,60,KOR,Speed Skating,"Mass Start, Men",9001046,Lee Seung-Hun,119690,1,Gold,False
2018 Winter Olympics,60,KOR,Speed Skating,"Mass Start, Men",9001046,Jeong Jae-Won,137636,8,,False
2018 Winter Olympics,60,KOR,Speed Skating,"Team Pursuit (8 laps), Men",9001032,Lee Seung-Hun,119690,2,Silver,True
2018 Winter Olympics,60,KOR,Speed Skating,"Team Pursuit (8 laps), Men",9001032,Jeong Jae-Won,137636,2,Silver,True
2018 Winter Olympics,60,KOR,Speed Skating,"Team Pursuit (8 laps), Men",9001032,Kim Min-Seok,137638,2,Silver,True
2018 Winter Olympics,60,KOR,Speed Skating,"Team Pursuit (8 laps), Men",9001032,Ju Hyeong-Jun,128105,2,Silver,True
2018 Winter Olympics,60,KOR,Speed Skating,"500 metres, Women",9001051,Lee Sang-Hwa,110124,2,Silver,False
2018 Winter Olympics,60,KOR,Speed Skating,"500 metres, Women",9001051,Kim Hyeon-Yeong,128102,12,,False
2018 Winter Olympics,60,KOR,Speed Skating,"500 metres, Women",9001051,Kim Min-Seon,137633,=16,,False
2018 Winter Olympics,60,KOR,Speed Skating,"1,000 metres, Women",9001054,Park Seung-Hui,119791,16,,False
2018 Winter Olympics,60,KOR,Speed Skating,"1,000 metres, Women",9001054,Kim Hyeon-Yeong,128102,18,,False
2018 Winter Olympics,60,KOR,Speed Skating,"1,500 metres, Women",9001055,No Seon-Yeong,109774,14,,False
2018 Winter Olympics,60,KOR,Speed Skating,"3,000 metres, Women",9001056,Kim Bo-Reum,128101,18,,False
2018 Winter Olympics,60,KOR,Speed Skating,"Mass Start, Women",9001072,Kim Bo-Reum,128101,2,Silver,False
2018 Winter Olympics,60,KOR,Speed Skating,"Mass Start, Women",9001072,Park Ji-Wu,137634,9 h2 r1/2,,False
2018 Winter Olympics,60,KOR,Speed Skating,"Team Pursuit (6 laps), Women",9001058,Park Seung-Hui,119791,8,,True
2018 Winter Olympics,60,KOR,Speed Skating,"Team Pursuit (6 laps), Women",9001058,Kim Bo-Reum,128101,8,,True
2018 Winter Olympics,60,KOR,Speed Skating,"Team Pursuit (6 laps), Women",9001058,Park Ji-Wu,137634,8,,True
2018 Winter Olympics,60,KOR,Speed Skating,"Team Pursuit (6 laps), Women",9001058,No Seon-Yeong,109774,8,,True
2022 Winter Olympics,62,KOR,Alpine Skiing,"Giant Slalom, Men",19019502,Jeong Dong-Hyeon,118394,DNF,,False
2022 Winter Olympics,62,KOR,Alpine Skiing,"Slalom, Men",19019505,Jeong Dong-Hyeon,118394,21,,False
2022 Winter Olympics,62,KOR,Alpine Skiing,"Giant Slalom, Women",19019513,Kim So-Hui,128063,33,,False
2022 Winter Olympics,62,KOR,Alpine Skiing,"Giant Slalom, Women",19019513,Gang Yeong-Seo,128064,DNF,,False
2022 Winter Olympics,62,KOR,Alpine Skiing,"Slalom, Women",19019516,Kim So-Hui,128063,39,,False
2022 Winter Olympics,62,KOR,Alpine Skiing,"Slalom, Women",19019516,Gang Yeong-Seo,128064,DNF,,False
2022 Winter Olympics,62,KOR,Biathlon,"10 kilometres Sprint, Men",19019630,Timofei Lapshin,137540,82,,False
2022 Winter Olympics,62,KOR,Biathlon,"20 kilometres, Men",19019633,Timofei Lapshin,137540,76,,False
2022 Winter Olympics,62,KOR,Biathlon,"7.5 kilometres Sprint, Women",19019635,Yekaterina Avvakumova,137537,49,,False
2022 Winter Olympics,62,KOR,Biathlon,"7.5 kilometres Sprint, Women",19019635,Kim Seon-Su,148589,83,,False
2022 Winter Olympics,62,KOR,Biathlon,"10 kilometres Pursuit, Women",19019636,Yekaterina Avvakumova,137537,DNF,,False
2022 Winter Olympics,62,KOR,Biathlon,"15 kilometres, Women",19019638,Yekaterina Avvakumova,137537,73,,False
2022 Winter Olympics,62,KOR,Biathlon,"15 kilometres, Women",19019638,Kim Seon-Su,148589,84,,False
2022 Winter Olympics,62,KOR,Bobsleigh,"Two, Men",19019650,Won Yun-Jong,128077,19,,True
2022 Winter Olympics,62,KOR,Bobsleigh,"Two, Men",19019650,Kim Jin-Su,148587,19,,True
2022 Winter Olympics,62,KOR,Bobsleigh,"Two, Men",19019650,Seok Yeong-Jin,128076,24,,True
2022 Winter Olympics,62,KOR,Bobsleigh,"Two, Men",19019650,Kim Hyeong-Geun,148586,24,,True
2022 Winter Olympics,62,KOR,Bobsleigh,"Four, Open",19019657,Won Yun-Jong,128077,18,,True
2022 Winter Olympics,62,KOR,Bobsleigh,"Four, Open",19019657,Kim Jin-Su,148587,18,,True
2022 Winter Olympics,62,KOR,Bobsleigh,"Four, Open",19019657,Jeong Hyeon-U,148585,18,,True
2022 Winter Olympics,62,KOR,Bobsleigh,"Four, Open",19019657,Kim Dong-Hyeon,118676,18,,True
2022 Winter Olympics,62,KOR,Bobsleigh,"Four, Open",19019657,Seok Yeong-Jin,128076,25,,True
2022 Winter Olympics,62,KOR,Bobsleigh,"Four, Open",19019657,Kim Hyeong-Geun,148586,25,,True
2022 Winter Olympics,62,KOR,Bobsleigh,"Four, Open",19019657,Kim Tae-Yang,148588,25,,True
2022 Winter Olympics,62,KOR,Bobsleigh,"Four, Open",19019657,Shin Ye-Chan,149217,25,,True
2022 Winter Olympics,62,KOR,Bobsleigh,"Monobob, Women",19019671,Kim Yu-Ran,137542,18,,True
2022 Winter Olympics,62,KOR,Cross Country Skiing,"Sprint, Men",19019700,Jeong Jong-Won,148592,81,,False
2022 Winter Olympics,62,KOR,Cross Country Skiing,"Sprint, Men",19019700,Kim Min-U,148593,82,,False
2022 Winter Olympics,62,KOR,Cross Country Skiing,"15 kilometres, Men",19019712,Kim Min-U,148593,79,,False
2022 Winter Olympics,62,KOR,Cross Country Skiing,"15 kilometres, Men",19019712,Jeong Jong-Won,148592,82,,False
2022 Winter Olympics,62,KOR,Cross Country Skiing,"30 kilometres Skiathlon, Men",19019714,Kim Min-U,148593,60,,False
2022 Winter Olympics,62,KOR,Cross Country Skiing,"30 kilometres Skiathlon, Men",19019714,Jeong Jong-Won,148592,66,,False
2022 Winter Olympics,62,KOR,Cross Country Skiing,"Team Sprint, Men",19019716,Kim Min-U,148593,25,,True
2022 Winter Olympics,62,KOR,Cross Country Skiing,"Team Sprint, Men",19019716,Jeong Jong-Won,148592,25,,True
2022 Winter Olympics,62,KOR,Cross Country Skiing,"Sprint, Women",19019721,Han Da-Som,148590,74,,False
2022 Winter Olympics,62,KOR,Cross Country Skiing,"Sprint, Women",19019721,Lee Ui-Jin,148591,76,,False
2022 Winter Olympics,62,KOR,Cross Country Skiing,"Sprint, Women",19019721,Lee Chae-Won,101004,DNS,,False
2022 Winter Olympics,62,KOR,Cross Country Skiing,"10 kilometres, Women",19019733,Lee Ui-Jin,148591,72,,False
2022 Winter Olympics,62,KOR,Cross Country Skiing,"10 kilometres, Women",19019733,Lee Chae-Won,101004,75,,False
2022 Winter Olympics,62,KOR,Cross Country Skiing,"15 kilometres Skiathlon, Women",19019735,Lee Chae-Won,101004,61,,False
2022 Winter Olympics,62,KOR,Cross Country Skiing,"15 kilometres Skiathlon, Women",19019735,Han Da-Som,148590,DNF,,False
2022 Winter Olympics,62,KOR,Cross Country Skiing,"Team Sprint, Women",19019737,Han Da-Som,148590,22,,True
2022 Winter Olympics,62,KOR,Cross Country Skiing,"Team Sprint, Women",19019737,Lee Ui-Jin,148591,22,,True
2022 Winter Olympics,62,KOR,Curling,"Curling, Women",19019814,Kim Cho-Hui,137547,8,,True
2022 Winter Olympics,62,KOR,Curling,"Curling, Women",19019814,Kim Eun-Jeong,137548,8,,True
2022 Winter Olympics,62,KOR,Curling,"Curling, Women",19019814,Kim Gyeong-Ae,137549,8,,True
2022 Winter Olympics,62,KOR,Curling,"Curling, Women",19019814,Kim Seon-Yeong,137550,8,,True
2022 Winter Olympics,62,KOR,Curling,"Curling, Women",19019814,Kim Yeong-Mi,137551,8,,True
2022 Winter Olympics,62,KOR,Figure Skating,"Singles, Men",19020000,Cha Jun-Hwan,137567,5,,False
2022 Winter Olympics,62,KOR,Figure Skating,"Singles, Men",19020000,Lee Si-Hyeong,148597,27 r1/2,,False
2022 Winter Olympics,62,KOR,Figure Skating,"Singles, Women",19020003,Yu Yeong,139343,6,,False
2022 Winter Olympics,62,KOR,Figure Skating,"Singles, Women",19020003,Kim Ye-Rim,148596,9,,False
2022 Winter Olympics,62,KOR,Freestyle Skiing,"Halfpipe, Men",19020084,Lee Seung-Hun,148595,16,,False
2022 Winter Olympics,62,KOR,Freestyle Skiing,"Halfpipe, Women",19020142,Kim Da-Eun,148594,17,,False
2022 Winter Olympics,62,KOR,Freestyle Skiing,"Halfpipe, Women",19020142,Jang Yu-Jin,137558,20,,False
2022 Winter Olympics,62,KOR,Luge,"Singles, Men",19020300,Im Nam-Gyu,137619,33,,False
2022 Winter Olympics,62,KOR,Luge,"Doubles, Open",19020307,Park Jin-Yong,128093,12,,True
2022 Winter Olympics,62,KOR,Luge,"Doubles, Open",19020307,Jo Jeong-Myeong,128091,12,,True
2022 Winter Olympics,62,KOR,Luge,"Singles, Women",19020310,Aileen Frisch,137618,19,,False
2022 Winter Olympics,62,KOR,Luge,"Team Relay, Mixed",19020317,Aileen Frisch,137618,13,,True
2022 Winter Olympics,62,KOR,Luge,"Team Relay, Mixed",19020317,Im Nam-Gyu,137619,13,,True
2022 Winter Olympics,62,KOR,Luge,"Team Relay, Mixed",19020317,Park Jin-Yong,128093,13,,True
2022 Winter Olympics,62,KOR,Luge,"Team Relay, Mixed",19020317,Jo Jeong-Myeong,128091,13,,True
2022 Winter Olympics,62,KOR,Nordic Combined,"Normal Hill / 10 km, Individual, Men",19020350,Park Je-Eon,137620,42,,False
2022 Winter Olympics,62,KOR,Nordic Combined,"Large Hill / 10 km, Individual, Men",19020353,Park Je-Eon,137620,44,,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"500 metres, Men",19020460,Hwang Dae-Heon,137644,10,,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"500 metres, Men",19020460,Lee Jun-Seo,148602,DQ,,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"1,000 metres, Men",19020481,Hwang Dae-Heon,137644,8,,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"1,000 metres, Men",19020481,Lee Jun-Seo,148602,9,,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"1,000 metres, Men",19020481,Park Jang-Hyeok,148603,10,,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"1,500 metres, Men",19020502,Hwang Dae-Heon,137644,1,Gold,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"1,500 metres, Men",19020502,Lee Jun-Seo,148602,5,,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"1,500 metres, Men",19020502,Park Jang-Hyeok,148603,7,,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",19020517,Lee Jun-Seo,148602,2,Silver,True
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",19020517,Kim Dong-Uk,148601,2,Silver,True
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",19020517,Hwang Dae-Heon,137644,2,Silver,True
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",19020517,Gwak Yun-Gi,119776,2,Silver,True
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"5,000 metres Relay, Men",19020517,Park Jang-Hyeok,148603,2,Silver,True
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"500 metres, Women",19020524,Choi Min-Jeong,137639,14,,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"500 metres, Women",19020524,Lee Yu-Bin,137642,26,,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"1,000 metres, Women",19020545,Choi Min-Jeong,137639,2,Silver,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"1,000 metres, Women",19020545,Lee Yu-Bin,137642,6,,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"1,000 metres, Women",19020545,Kim A-Rang,128109,22,,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"1,500 metres, Women",19020566,Choi Min-Jeong,137639,1,Gold,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"1,500 metres, Women",19020566,Lee Yu-Bin,137642,6,,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"1,500 metres, Women",19020566,Kim A-Rang,128109,13,,False
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",19020581,Seo Hwi-Min,140265,2,Silver,True
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",19020581,Choi Min-Jeong,137639,2,Silver,True
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",19020581,Kim A-Rang,128109,2,Silver,True
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",19020581,Lee Yu-Bin,137642,2,Silver,True
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"3,000 metres Relay, Women",19020581,Park Ji-Yun,148600,2,Silver,True
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"2,000 metres Relay, Mixed",19020588,Choi Min-Jeong,137639,9,,True
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"2,000 metres Relay, Mixed",19020588,Lee Yu-Bin,137642,9,,True
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"2,000 metres Relay, Mixed",19020588,Hwang Dae-Heon,137644,9,,True
2022 Winter Olympics,62,KOR,Short Track Speed Skating,"2,000 metres Relay, Mixed",19020588,Park Jang-Hyeok,148603,9,,True
2022 Winter Olympics,62,KOR,Skeleton,"Skeleton, Men",19020370,Jeong Seung-Gi,1800040,10,,False
2022 Winter Olympics,62,KOR,Skeleton,"Skeleton, Men",19020370,Yun Seong-Bin,128095,12,,False
2022 Winter Olympics,62,KOR,Skeleton,"Skeleton, Women",19020377,Kim Eun-Ji,148598,23,,False
2022 Winter Olympics,62,KOR,Snowboarding,"Parallel Giant Slalom, Men",19020670,Lee Sang-Ho,137631,5,,False
2022 Winter Olympics,62,KOR,Snowboarding,"Parallel Giant Slalom, Men",19020670,Kim Sang-Gyeom,128098,24,,False
2022 Winter Olympics,62,KOR,Snowboarding,"Halfpipe, Men",19020706,Lee Chae-Eun,149197,18,,False
2022 Winter Olympics,62,KOR,Snowboarding,"Parallel Giant Slalom, Women",19020750,Jeong Hae-Rim,137625,18,,False
2022 Winter Olympics,62,KOR,Snowboarding,"Halfpipe, Women",19020782,Lee Na-Yun,139895,20,,False
2022 Winter Olympics,62,KOR,Speed Skating,"500 metres, Men",19020400,Cha Min-Gyu,137635,2,Silver,False
2022 Winter Olympics,62,KOR,Speed Skating,"500 metres, Men",19020400,Kim Jun-Ho,128107,6,,False
2022 Winter Olympics,62,KOR,Speed Skating,"1,000 metres, Men",19020401,Cha Min-Gyu,137635,18,,False
2022 Winter Olympics,62,KOR,Speed Skating,"1,000 metres, Men",19020401,Kim Min-Seok,137638,24,,False
2022 Winter Olympics,62,KOR,Speed Skating,"1,500 metres, Men",19020402,Kim Min-Seok,137638,3,Bronze,False
2022 Winter Olympics,62,KOR,Speed Skating,"1,500 metres, Men",19020402,Park Seong-Hyeon,148599,21,,False
2022 Winter Olympics,62,KOR,Speed Skating,"Mass Start, Men",19020405,Jeong Jae-Won,137636,2,Silver,False
2022 Winter Olympics,62,KOR,Speed Skating,"Mass Start, Men",19020405,Lee Seung-Hun,119690,3,Bronze,False
2022 Winter Olympics,62,KOR,Speed Skating,"Team Pursuit (8 laps), Men",19020410,Jeong Jae-Won,137636,6,,True
2022 Winter Olympics,62,KOR,Speed Skating,"Team Pursuit (8 laps), Men",19020410,Kim Min-Seok,137638,6,,True
2022 Winter Olympics,62,KOR,Speed Skating,"Team Pursuit (8 laps), Men",19020410,Lee Seung-Hun,119690,6,,True
2022 Winter Olympics,62,KOR,Speed Skating,"Team Pursuit (8 laps), Men",19020410,Park Seong-Hyeon,148599,6,,True
2022 Winter Olympics,62,KOR,Speed Skating,"500 metres, Women",19020424,Kim Min-Seon,137633,7,,False
2022 Winter Olympics,62,KOR,Speed Skating,"1,000 metres, Women",19020425,Kim Min-Seon,137633,16,,False
2022 Winter Olympics,62,KOR,Speed Skating,"1,000 metres, Women",19020425,Kim Hyeon-Yeong,128102,25,,False
2022 Winter Olympics,62,KOR,Speed Skating,"1,000 metres, Women",19020425,Park Ji-Wu,137634,30,,False
2022 Winter Olympics,62,KOR,Speed Skating,"Mass Start, Women",19020429,Kim Bo-Reum,128101,5,,False
2022 Winter Olympics,62,KOR,Speed Skating,"Mass Start, Women",19020429,Park Ji-Wu,137634,26,,False
2022 Winter Olympics,62,KOR,Bobsleigh,"Monobob, Women",19019671,Kim Yu-Ran,137542,18,,False
