대표식품명,R,G,B,HEX,식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),카페인(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,1인(회)분량 참고량,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,색상구분
붕어찜,138,87,51,#8a5733,D307-331000000-0001,붕어찜,D,음식,3,외식(분석함량),7,찜류,7331,733100,해당없음,73310000,해당없음,0,해당없음,100g,76,83.6,4.94,3.35,1.62,6.51,1.47,3.9,89.0,0.0,77.0,191.0,359.0,65.0,2.0,760.0,0.065,0.03,0.225,0.0,,16.93,0.53,0.03,,,,,0.0,12.0,,,,,,,,,,,,,,,,,,0.55,,0.23,,,0.0,0.01,,0.67,,,20.0,0.0,,,20.0,30.0,,0.0,,0.89,0.0,40.0,60.0,,0.0,90.0,,10.0,10.0,0.17,,20.0,20.0,70.0,,,550.0,0.0,0.0,0.0,,20.0,0.0,10.0,,130.0,390.0,,,,,70.0,22.2,0.25,,,6.05,0.6,,,,,,,750.78,297.13,270.64,266.24,56.9,153.81,173.87,30.61,269.17,394.05,226.91,127.71,,165.41,,108.05,167.24,209.39,87.92,,2.08,0.01,3,식품의약품안전처,,1100g,해당없음,1,분석,2016-10-31,2025-12-29,빨강
수란,161,149,114,#a19572,D307-334160000-0001,수란_중탕,D,음식,3,외식(분석함량),7,찜류,7334,733416,중탕,73341600,해당없음,0,해당없음,100g,145,74.9,12.3,11.7,0.9,0.2,,0.0,55.0,2.2,200.0,100.0,110.0,160.0,160.0,3.0,0.06,0.4,0.1,0.0,0.9,420.0,3.21,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,농촌진흥청(국가표준식품성분표),,100g,해당없음,2,수집,2020-12-31,2025-12-29,노랑
오징어순대,171,123,81,#ab7b51,D307-340000000-0001,오징어순대,D,음식,3,외식(분석함량),7,찜류,7340,734000,해당없음,73400000,해당없음,0,해당없음,100g,133,67.2,13.06,1.6,1.49,16.66,0.11,1.3,22.0,0.0,172.0,199.0,360.0,28.0,8.0,235.0,0.0,0.014,0.0,0.0,,147.84,0.4,0.0,,,,,0.0,13.68,,,,,,,,,,,,,,,,,,0.11,,0.0,,,0.0,0.0,,0.0,,,20.0,0.0,,,0.0,270.0,,0.0,,0.17,0.0,10.0,20.0,,0.0,80.0,,0.0,0.0,0.04,,0.0,10.0,80.0,,,190.0,0.0,0.0,0.0,,0.0,0.0,0.0,,10.0,290.0,,,,,230.0,36.81,0.26,,,34.2,1.27,,,,,,,1901.05,586.13,851.63,906.27,293.38,510.85,537.19,103.65,894.82,1120.71,641.06,489.16,,528.23,,328.81,497.79,577.82,289.6,,0.75,0.12,3,식품의약품안전처,,350g,해당없음,1,분석,2016-10-31,2025-12-29,빨강
조기찜,155,126,96,#9b7e60,D307-343000000-0001,조기찜,D,음식,3,외식(분석함량),7,찜류,7343,734300,해당없음,73430000,해당없음,0,해당없음,100g,182,65.0,20.06,10.59,2.69,1.64,0.0,0.4,121.0,0.0,227.0,262.0,602.0,271.0,271.0,0.0,0.0,0.2,0.317,0.43,,138.43,2.85,0.08,,,,,0.0,25.79,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,100.0,0.0,,,200.0,1300.0,,0.0,,0.2,0.0,300.0,300.0,,0.0,400.0,,0.0,0.0,0.1,,0.0,0.0,500.0,,,1600.0,0.0,0.0,0.0,,0.0,0.0,0.0,,900.0,2100.0,,,,,20.0,41.44,0.03,,,65.56,0.63,,,,,,,2784.15,110.45,1561.45,1414.88,559.53,881.45,755.39,198.91,1223.32,1825.75,1117.49,774.11,,868.98,,603.03,729.14,670.19,341.32,,0.93,0.0,3,식품의약품안전처,,100g,해당없음,1,분석,2014-09-30,2025-12-29,빨강
해물찜,147,84,41,#935429,D307-348000000-0001,해물찜_간편조리세트_낙지한마리해물찜,D,음식,3,외식(분석함량),7,찜류,7348,734800,해당없음,73480000,해당없음,0,해당없음,100g,88,80.3,6.63,3.53,2.01,7.52,6.3,1.9,39.0,1.3,98.0,208.0,491.0,,3.0,398.0,0.264,0.139,0.533,4.61,0.0,31.97,0.26,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,844g,GS 리테일 심플리쿡,1,분석,2022-06-30,2025-12-29,빨강
갈매기살구이,145,105,82,#916952,D308-353050000-0001,갈매기살구이_돼지고기,D,음식,3,외식(분석함량),8,구이류,8353,835305,돼지고기,83530500,해당없음,0,해당없음,100g,312,48.8,26.98,22.6,1.32,0.28,0.0,0.0,13.0,2.64,249.0,372.0,124.0,,15.0,0.0,0.825,0.804,6.316,3.97,0.0,96.84,9.82,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,빨강
꿩불고기,167,149,133,#a79585,D308-364000000-0001,꿩불고기,D,음식,3,외식(분석함량),8,구이류,8364,836400,해당없음,83640000,해당없음,0,해당없음,100g,74,82.5,6.7,1.7,1.16,7.94,3.38,2.0,21.0,0.0,92.0,249.0,253.0,24.0,0.0,285.0,0.0,0.066,0.722,0.6,,21.24,0.38,0.02,,,,,0.0,12.63,,,,,,,,,,,,,,,,,,0.56,,0.7,,,0.14,1.44,,0.56,,,10.0,0.0,,,0.0,0.0,,0.0,,0.65,0.0,10.0,20.0,,0.0,110.0,,0.0,10.0,0.13,,0.0,30.0,0.0,,,460.0,0.0,0.0,0.0,,10.0,0.0,0.0,,20.0,260.0,,,,,60.0,17.08,0.14,,,9.51,0.8,,,,,,,956.92,283.98,496.95,465.72,129.04,273.54,252.99,55.3,441.12,556.35,328.48,256.88,,282.17,,183.96,254.99,218.46,169.71,,1.75,0.01,3,식품의약품안전처,,500g,해당없음,1,분석,2016-10-31,2025-12-29,빨강
대창구이,151,109,73,#976d49,D308-370120000-0001,대창구이_소고기,D,음식,3,외식(분석함량),8,구이류,8370,837012,소고기,83701200,해당없음,0,해당없음,100g,595,26.1,9.11,60.25,0.49,4.05,1.13,0.3,10.0,4.34,87.0,86.0,126.0,,6.0,16.0,0.065,0.116,0.661,0.53,0.06,51.05,25.6,2.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,빨강
더덕구이,160,84,48,#a05430,D308-371000000-0001,더덕구이,D,음식,3,외식(분석함량),8,구이류,8371,837100,해당없음,83710000,해당없음,0,해당없음,100g,184,58.1,3.1,5.2,2.5,31.1,11.6,6.8,46.0,0.0,88.0,262.0,743.0,40.0,0.0,481.0,0.23,0.08,0.18,1.34,,0.12,0.8,0.0,,,,,0.0,16.77,,,,,,,,,,,,,,,,,,1.5,,5.1,,,0.0,2.2,,2.7,,,0.0,0.0,,,0.0,0.0,,0.0,,2.3,0.0,0.0,100.0,,0.0,200.0,,0.0,0.0,0.4,,0.0,0.0,0.0,,,1300.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,500.0,,,,,130.0,38.21,0.42,,,0.0,0.59,,,,,,,620.8,83.58,90.72,126.53,16.36,87.91,83.49,9.73,457.03,203.15,91.19,69.84,,70.97,,33.86,82.78,117.2,44.56,,3.89,1.47,3,식품의약품안전처,,100g,해당없음,1,분석,2017-12-31,2025-12-29,빨강
돼지껍데기구이,141,95,61,#8d5f3d,D308-374000000-0001,돼지껍데기구이,D,음식,3,외식(분석함량),8,구이류,8374,837400,해당없음,83740000,해당없음,0,해당없음,100g,348,44.8,23.74,26.64,1.44,3.37,3.42,0.0,7.0,0.94,35.0,61.0,475.0,,4.0,1.0,0.039,0.023,0.158,1.08,0.79,35.76,9.08,0.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,빨강
돼지불고기,123,88,61,#7b583d,D308-375000000-0001,돼지불고기_간편조리세트_기사식당 돼지불고기,D,음식,3,외식(분석함량),8,구이류,8375,837500,해당없음,83750000,해당없음,0,해당없음,100g,155,71.1,10.25,9.08,1.52,8.08,5.52,2.1,31.0,0.79,121.0,261.0,293.0,,4.0,6.0,0.443,0.131,2.45,0.0,0.0,32.54,3.12,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,433g,프레시지,1,분석,2022-06-30,2025-12-29,빨강
막창구이,138,106,78,#8a6a4e,D308-378120000-0001,막창구이_소고기,D,음식,3,외식(분석함량),8,구이류,8378,837812,소고기,83781200,해당없음,0,해당없음,100g,358,50.7,15.34,32.73,0.8,0.4,1.36,0.2,13.0,5.89,103.0,107.0,162.0,,7.0,19.0,0.052,0.222,1.125,0.41,0.05,109.41,12.11,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,빨강
연어구이,174,116,74,#ae744a,D308-388000000-0001,연어구이,D,음식,3,외식(분석함량),8,구이류,8388,838800,해당없음,83880000,해당없음,0,해당없음,100g,234,58.5,24.78,14.94,1.57,0.2,0.55,0.0,14.0,0.32,282.0,397.0,158.0,,5.0,0.0,0.216,0.156,6.768,3.68,1.85,44.98,2.17,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,빨강
오겹살구이,151,129,112,#978170,D308-389050000-0001,오겹살구이_돼지고기,D,음식,3,외식(분석함량),8,구이류,8389,838905,돼지고기,83890500,해당없음,0,해당없음,100g,408,40.8,20.18,35.14,1.15,2.72,0.72,0.0,9.0,3.48,207.0,327.0,76.0,,6.0,0.0,0.295,0.177,2.509,0.53,0.5,45.6,10.23,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,빨강
임연수구이,168,129,89,#a88159,D308-395000000-0001,임연수구이,D,음식,3,외식(분석함량),8,구이류,8395,839500,해당없음,83950000,해당없음,0,해당없음,100g,198,62.5,21.52,11.76,2.84,1.4,0.0,0.4,107.0,0.0,302.0,384.0,628.0,16.0,16.0,0.0,0.06,0.216,1.928,0.28,,85.04,2.44,0.68,,,,,7.29,9.95,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,360.0,0.0,,,120.0,960.0,,0.0,,1.36,40.0,520.0,520.0,,0.0,280.0,,520.0,40.0,0.24,,80.0,40.0,1080.0,,,1720.0,0.0,0.0,0.0,,40.0,0.0,40.0,,800.0,1600.0,,,,,70.0,44.9,0.04,,,81.8,0.66,,,,,,,2933.44,1084.75,1722.4,1512.98,617.68,899.1,928.08,175.67,1435.94,1940.77,1118.73,778.38,,938.34,,663.57,784.67,737.31,466.74,,2.2,0.0,3,식품의약품안전처,,250g,해당없음,1,분석,2015-06-30,2025-12-29,빨강
차돌박이구이,104,85,65,#685541,D308-400120000-0001,차돌박이구이_소고기,D,음식,3,외식(분석함량),8,구이류,8400,840012,소고기,84001200,해당없음,0,해당없음,100g,488,33.9,17.94,45.69,1.15,1.31,0.33,0.0,5.0,1.52,140.0,213.0,93.0,,9.0,6.0,0.044,0.111,2.707,5.3,0.0,47.28,16.24,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,빨강
콘치즈구이,198,172,88,#c6ac58,D308-403000000-0001,콘치즈구이,D,음식,3,외식(분석함량),8,구이류,8403,840300,해당없음,84030000,해당없음,0,해당없음,100g,224,58.3,9.51,12.85,1.77,17.56,7.31,0.5,266.0,0.38,212.0,136.0,313.0,,40.0,39.0,0.028,0.141,0.606,0.4,0.0,22.06,4.5,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,빨강
황태구이,153,108,74,#996c4a,D308-405000000-0001,황태구이,D,음식,3,외식(분석함량),8,구이류,8405,840500,해당없음,84050000,해당없음,0,해당없음,100g,219,52.3,23.9,7.7,2.65,13.45,7.1,1.5,140.0,0.0,213.0,311.0,568.0,39.0,1.0,456.0,0.03,0.09,0.02,0.0,,105.79,1.2,0.05,,,,,1.84,9.65,,,,,,,,,,,,,,,,,,1.15,,3.3,,,0.0,1.15,,1.45,,,30.0,20.0,,,10.0,230.0,,0.0,,3.2,0.0,30.0,140.0,,0.0,290.0,,0.0,30.0,0.59,,10.0,10.0,160.0,,,1700.0,0.0,0.0,0.0,,40.0,20.0,10.0,,40.0,860.0,,,,,100.0,41.05,0.19,,,72.44,0.91,,,,,,,3808.94,1187.08,1954.5,1759.96,614.27,1052.05,1038.97,211.26,1545.73,2349.8,1320.47,916.44,,1041.18,,782.33,913.97,794.99,463.49,,5.23,0.03,3,식품의약품안전처,,200g,해당없음,1,분석,2016-10-31,2025-12-29,빨강
훈제오리,172,129,104,#ac8168,D308-406000000-0001,훈제오리,D,음식,3,외식(분석함량),8,구이류,8406,840600,해당없음,84060000,해당없음,0,해당없음,100g,319,50.6,17.22,25.63,1.73,4.83,0.11,0.5,15.0,0.0,249.0,199.0,488.0,32.0,32.0,2.0,0.24,0.24,3.342,19.08,,68.4,6.39,0.16,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.1,,0.0,,,0.0,0.01,,0.0,,,80.0,0.0,,,40.0,0.0,,40.0,,3.12,40.0,160.0,120.0,,0.0,1280.0,,40.0,0.0,0.2,,40.0,160.0,0.0,,,9840.0,0.0,0.0,0.0,,40.0,40.0,80.0,,800.0,4880.0,,,,,250.0,16.46,0.05,,,0.0,1.69,,,,,,,2719.5,1093.88,1372.79,1261.58,409.22,767.4,720.74,135.12,1229.38,1535.94,1036.94,695.07,,760.48,,585.0,669.39,830.87,456.1,,0.59,0.07,3,식품의약품안전처,,250g,해당없음,1,분석,2013-03-31,2025-12-29,빨강
고추전,154,142,90,#9a8e5a,D309-410000000-0001,고추전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9410,941000,해당없음,94100000,해당없음,0,해당없음,100g,183,67.4,8.61,11.48,1.18,11.34,1.45,5.0,44.0,0.0,111.0,207.0,241.0,46.0,9.0,449.0,0.135,0.127,0.83,6.58,,52.54,2.35,0.06,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.4,,0.93,,,0.0,0.0,,0.13,,,70.0,0.0,,,0.0,0.0,,0.0,,4.33,0.0,70.0,200.0,,0.0,670.0,,0.0,70.0,0.47,,0.0,70.0,0.0,,,3000.0,0.0,0.0,0.0,,70.0,0.0,0.0,,70.0,1600.0,,,,,150.0,20.73,0.25,,,0.0,0.85,,,,,,,1479.6,344.95,545.74,631.34,144.9,368.77,424.63,103.61,460.13,792.63,409.95,317.92,,338.07,,231.98,374.46,408.64,223.95,,3.95,0.16,3,식품의약품안전처,,150g,해당없음,1,분석,2013-03-31,2025-12-29,노랑
굴전,174,145,87,#ae9157,D309-411000000-0001,굴전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9411,941100,해당없음,94110000,해당없음,0,해당없음,100g,195,62.9,10.6,10.5,1.5,14.5,1.3,2.4,36.0,0.0,160.0,195.0,326.0,43.0,34.0,110.0,0.07,0.3,0.51,17.67,,96.88,2.1,0.1,,,,,8.6,37.19,,,,,,,,,,,,,,,,,,0.3,,0.6,,,0.0,0.2,,0.3,,,0.0,0.0,,,0.0,100.0,,0.0,,4.2,0.0,100.0,200.0,,0.0,500.0,,0.0,0.0,0.4,,0.0,100.0,300.0,,,2700.0,0.0,0.0,0.0,,0.0,0.0,0.0,,100.0,1600.0,,,,,1740.0,32.61,0.5,,,0.06,8.35,,,,,,,1732.08,474.0,649.08,703.61,230.49,482.96,516.33,115.82,727.5,920.45,500.37,390.65,,413.02,,299.63,440.73,554.32,207.78,,2.99,0.11,3,식품의약품안전처,,100g,해당없음,1,분석,2017-12-31,2025-12-29,빨강
깻잎전,134,127,78,#867f4e,D309-413000000-0001,깻잎전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9413,941300,해당없음,94130000,해당없음,0,해당없음,100g,241,59.8,11.82,17.18,1.49,9.7,0.71,3.1,73.0,0.0,156.0,214.0,320.0,77.0,12.0,784.0,0.17,0.191,0.698,0.0,,87.86,3.62,0.1,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.14,,0.57,,,0.0,0.0,,0.0,,,70.0,70.0,,,0.0,0.0,,0.0,,5.93,0.0,70.0,270.0,,0.0,1000.0,,0.0,70.0,0.67,,0.0,70.0,0.0,,,4600.0,0.0,0.0,0.0,,70.0,0.0,0.0,,130.0,2470.0,,,,,160.0,27.83,0.39,,,0.0,1.24,,,,,,,1964.68,489.33,800.67,928.73,236.7,549.4,626.46,150.58,689.33,1117.5,605.38,469.55,,491.39,,351.7,537.87,536.76,319.33,,4.09,0.3,3,식품의약품안전처,,150g,해당없음,1,분석,2013-03-31,2025-12-29,노랑
꼬치구치,115,101,81,#736551,D309-414020000-0001,꼬치구치_낙지,D,음식,3,외식(분석함량),9,전·적 및 부침류,9414,941402,낙지,94140200,해당없음,0,해당없음,100g,94,77.1,16.43,1.59,1.31,3.53,0.0,0.7,23.0,0.0,186.0,178.0,259.0,10.0,9.0,16.0,0.0,0.094,2.027,0.0,,167.18,0.17,0.01,,,,,0.0,11.45,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,0.0,,,0.0,130.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,130.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,130.0,,,,,1800.0,47.88,0.16,,,64.55,3.59,,,,,,,2117.09,127.04,1077.26,1115.4,348.91,611.03,675.21,171.21,1419.48,1486.4,792.43,624.06,,655.94,,468.63,528.19,532.75,298.45,,0.58,0.0,3,식품의약품안전처,,80g,해당없음,1,분석,2014-09-30,2025-12-29,빨강
녹두빈대떡,166,113,60,#a6713c,D309-415000000-0001,녹두빈대떡,D,음식,3,외식(분석함량),9,전·적 및 부침류,9415,941500,해당없음,94150000,해당없음,0,해당없음,100g,208,59.5,7.94,10.27,1.31,20.93,0.1,4.6,21.0,0.0,126.0,265.0,232.0,8.0,0.0,100.0,0.142,0.132,0.939,1.69,,12.48,2.26,0.06,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.07,,0.03,,,0.0,0.0,,0.0,,,100.0,0.0,,,0.0,0.0,,0.0,,4.5,0.0,0.0,300.0,,0.0,600.0,,0.0,0.0,0.5,,0.0,0.0,0.0,,,2800.0,0.0,0.0,0.0,,0.0,0.0,0.0,,100.0,1500.0,,,,,220.0,35.86,0.3,,,0.0,0.84,,,,,,,1585.71,333.0,577.51,618.43,100.68,391.85,426.19,49.47,511.69,939.67,395.27,317.37,,292.36,,207.9,452.73,400.58,236.34,,3.8,0.08,3,식품의약품안전처,,100g,해당없음,1,분석,2013-03-31,2025-12-29,빨강
동태전,197,166,93,#c5a65d,D309-418000000-0001,동태전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9418,941800,해당없음,94180000,해당없음,0,해당없음,100g,195,64.3,16.48,11.63,1.48,6.11,0.26,0.1,31.0,0.89,184.0,217.0,318.0,26.0,26.0,0.0,0.095,0.187,0.518,0.0,1.24,136.73,1.6,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,빨강
두부전,161,127,66,#a17f42,D309-420000000-0001,두부전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9420,942000,해당없음,94200000,해당없음,0,해당없음,100g,170,69.2,13.64,10.58,1.56,5.0,0.02,2.8,169.0,0.0,202.0,163.0,211.0,0.0,0.0,4.0,0.0,0.053,0.283,0.0,,2.19,1.34,0.03,,,,,0.0,30.77,,,,,,,,,,,,,,,,,,0.02,,0.0,,,0.0,0.0,,0.0,,,470.0,0.0,,,0.0,0.0,,0.0,,4.4,0.0,0.0,130.0,,0.0,330.0,,0.0,0.0,0.53,,0.0,0.0,0.0,,,1730.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,930.0,,,,,240.0,66.95,0.99,,,14.93,1.3,,,,,,,2334.67,54.42,761.93,950.45,138.75,537.28,657.33,222.02,762.69,1402.65,508.31,522.11,,493.37,,473.91,638.04,587.83,306.35,,6.81,0.0,3,식품의약품안전처,,150g,해당없음,1,분석,2014-09-30,2025-12-29,빨강
미나리전,134,140,89,#868c59,D309-423000000-0001,미나리전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9423,942300,해당없음,94230000,해당없음,0,해당없음,100g,151,67.8,3.49,5.08,0.79,22.82,1.16,2.5,22.0,0.0,46.0,132.0,166.0,12.0,2.0,121.0,0.0,0.126,0.214,0.0,,7.92,0.82,0.04,,,,,0.0,17.81,,,,,,,,,,,,,,,,,,0.01,,1.15,,,0.0,0.0,,0.0,,,400.0,0.0,,,0.0,0.0,,0.0,,2.47,0.0,0.0,70.0,,0.0,200.0,,0.0,0.0,0.4,,0.0,0.0,0.0,,,1130.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,600.0,,,,,20.0,12.73,0.35,,,6.27,0.22,,,,,,,1165.79,28.15,108.03,219.27,45.7,144.91,159.15,63.55,133.11,168.73,100.33,110.39,,106.08,,81.49,173.63,347.89,57.3,,2.76,0.29,3,식품의약품안전처,,150g,해당없음,1,분석,2014-09-30,2025-12-29,초록
배추전,167,145,74,#a7914a,D309-424000000-0001,배추전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9424,942400,해당없음,94240000,해당없음,0,해당없음,100g,160,66.2,3.44,5.78,0.9,23.68,3.35,3.0,32.0,0.0,52.0,121.0,218.0,3.0,0.0,38.0,0.09,0.078,0.441,0.0,,4.82,0.92,0.05,,,,,0.0,21.31,,,,,,,,,,,,,,,,,,0.19,,2.92,,,0.0,0.0,,0.24,,,270.0,0.0,,,0.0,0.0,,0.0,,2.67,0.0,0.0,70.0,,0.0,200.0,,0.0,0.0,0.33,,0.0,0.0,0.0,,,1270.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,670.0,,,,,20.0,14.66,0.19,,,6.46,0.3,,,,,,,1152.97,30.13,100.85,196.4,37.11,123.83,142.75,52.37,120.73,133.09,98.69,88.67,,94.01,,71.18,153.65,324.91,52.43,,1.43,0.12,3,식품의약품안전처,,150g,해당없음,1,분석,2014-09-30,2025-12-29,빨강
