대표식품명,R,G,B,HEX,식품코드,식품명,데이터구분코드,데이터구분명,식품기원코드,식품기원명,식품대분류코드,식품대분류명,대표식품코드,식품중분류코드,식품중분류명,식품소분류코드,식품소분류명,식품세분류코드,식품세분류명,영양성분함량기준량,에너지(kcal),수분(g),단백질(g),지방(g),회분(g),탄수화물(g),당류(g),식이섬유(g),칼슘(mg),철(mg),인(mg),칼륨(mg),나트륨(mg),비타민A(μg RAE),레티놀(μg),베타카로틴(μg),티아민(mg),리보플라빈(mg),니아신(mg),비타민 C(mg),비타민 D(μg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g),니코틴산(mg),니코틴아마이드(mg),비오틴(μg),비타민 B6 / 피리독신(mg),비타민 B12(μg),엽산(μg DFE),콜린(mg),판토텐산(mg),비타민 D2(μg),비타민 D3(μg),비타민 E(mg α-TE),알파 토코페롤(mg),베타 토코페롤(mg),감마 토코페롤(mg),델타 토코페롤(mg),알파 토코트리에놀(mg),베타 토코트리에놀(mg),감마 토코트리에놀(mg),델타 토코트리에놀(mg),비타민 K(μg),비타민 K1(μg),비타민 K2(μg),갈락토오스(g),과당(g),당알콜(g),맥아당(g),알룰로오스(g),에리스리톨(g),유당(g),자당(g),타가토스(g),포도당(g),불포화지방산(g),EPA와 DHA의 합(mg),가돌레산(20:1) / 에이코센산(20:1)(mg),감마 리놀렌산(18:3(n-6))(mg),네르본산(24:1)(mg),도코사디에노산(22:2)(mg),도코사펜타에노산/토코사펜타엔산(22:5(n-3))(mg),DHA / 도코사헥사에노산/도코사헥사엔산(22:6(n-3))(mg),디호모리놀렌산/에이코사트리에노산(20:3(n-3))(mg),라우르산(12:0)(mg),리그노세르산(24:0)(mg),리놀레산(18:2(n-6))(g),미리스톨레산(14:1)(mg),미리스트산(14:0)(mg),박센산(18:1(n-7))(mg),베헨산(22:0)(mg),부티르산(4:0)(mg),스테아르산(18:0)(mg),스테아리돈산(18:4(n-3))(mg),아라키돈산(20:4(n-6))(mg),아라키드산(20:0)(mg),알파 리놀렌산(18:3(n-3))(g),에루크산(22:1)(mg),에이코사디에노산(20:2(n-6))(mg),에이코사트리에노산(20:3(n-6))(mg),EPA / 에이코사펜타에노산(20:5(n-3))(mg),오메가3 지방산(g),오메가6 지방산(g),올레산(18:1(n-9))(mg),카프로산(6:0)(mg),카프르산(10:0)(mg),카프릴산(8:0)(mg),트라이데칸산(13:0)(mg),트랜스 리놀레산(18:2t)(mg),트랜스 리놀렌산(18:3t)(mg),트랜스 올레산(18:1(n-9t)(mg),트리코산산(23:0)(mg),팔미톨레산(16:1)(mg),팔미트산(16:0)(mg),펜타데칸산(15:0)(mg),헨에이코산산(21:0)(mg),헵타데센산(17:1)(mg),헵타데칸산(17:0)(mg),구리(μg),마그네슘(mg),망간(mg),몰리브덴(μg),불소(mg),셀레늄(μg),아연(mg),염소(mg),요오드(μg),크롬(μg),아미노산(mg),필수아미노산(mg),비필수아미노산(mg),글루탐산(mg),글라이신(mg),라이신(mg),류신(mg),메티오닌(mg),발린(mg),세린(mg),시스테인(mg),아르기닌(mg),아스파르트산(mg),알라닌(mg),이소류신(mg),타우린(mg),트레오닌(mg),트립토판(mg),티로신(mg),페닐알라닌(mg),프롤린(mg),히스티딘(mg),카페인(mg),토코페롤(mg),토코트리에놀(mg),출처코드,출처명,1인(회)분량 참고량,식품중량,업체명,데이터생성방법코드,데이터생성방법명,데이터생성일자,데이터기준일자,색상구분
새우전,157,134,85,#9d8655,D309-429000000-0001,새우전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9429,942900,해당없음,94290000,해당없음,0,해당없음,100g,188,65.7,9.99,11.33,1.44,11.57,1.87,1.0,57.0,0.94,161.0,144.0,349.0,,17.0,419.0,0.109,0.281,2.632,1.11,0.0,131.08,1.95,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,빨강
생선전,184,162,97,#b8a261,D309-430010000-0001,생선전_가자미,D,음식,3,외식(분석함량),9,전·적 및 부침류,9430,943001,가자미,94300100,해당없음,0,해당없음,100g,154,68.4,17.17,7.38,2.41,4.61,0.2,0.9,231.0,0.0,247.0,227.0,546.0,35.0,35.0,0.0,0.106,0.134,0.205,0.0,,117.51,1.5,0.04,,,,,0.0,18.61,,,,,,,,,,,,,,,,,,0.2,,0.0,,,0.0,0.0,,0.0,,,270.0,70.0,,,130.0,400.0,,0.0,,2.13,0.0,130.0,270.0,,0.0,330.0,,0.0,0.0,0.27,,0.0,0.0,400.0,,,1470.0,0.0,0.0,0.0,,0.0,0.0,0.0,,400.0,1070.0,,,,,10.0,30.36,0.07,,,77.42,0.85,,,,,,,2217.27,361.8,1157.26,1086.88,404.25,657.35,679.07,140.75,962.43,1381.73,837.58,595.12,,615.13,,446.94,561.31,562.39,292.23,,1.53,0.01,3,식품의약품안전처,,150g,해당없음,1,분석,2014-09-30,2025-12-29,빨강
소고기산적,150,127,91,#967f5b,D309-431000000-0001,소고기산적,D,음식,3,외식(분석함량),9,전·적 및 부침류,9431,943100,해당없음,94310000,해당없음,0,해당없음,100g,227,57.1,24.2,12.78,2.29,3.67,0.0,1.5,11.0,0.0,175.0,240.0,696.0,6.0,5.0,10.0,0.084,0.116,0.0,0.0,,67.42,3.53,0.44,,,,,0.0,9.82,,,,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,0.0,,0.0,,,50.0,0.0,,,0.0,0.0,,0.0,,0.8,50.0,150.0,150.0,,0.0,800.0,,50.0,0.0,0.1,,0.0,0.0,0.0,,,2300.0,0.0,0.0,0.0,,100.0,50.0,200.0,,300.0,1400.0,,,,,60.0,23.8,0.09,,,30.07,5.51,,,,,,,3919.59,90.6,2097.16,1954.21,513.77,1077.42,947.29,213.89,1463.11,2260.53,1369.83,1006.68,,1108.23,,705.86,932.17,826.98,606.42,,0.67,0.04,3,식품의약품안전처,,200g,해당없음,1,분석,2014-09-30,2025-12-29,빨강
소라산적,133,111,77,#856f4d,D309-432000000-0001,소라산적,D,음식,3,외식(분석함량),9,전·적 및 부침류,9432,943200,해당없음,94320000,해당없음,0,해당없음,100g,150,63.7,22.4,3.14,2.64,8.06,1.06,0.6,122.0,0.0,183.0,228.0,496.0,10.0,5.0,65.0,0.0,0.176,0.385,12.82,,125.43,0.47,0.02,,,,,0.0,12.11,,,,,,,,,,,,,,,,,,0.11,,0.4,,,0.0,0.39,,0.18,,,130.0,0.0,,,0.0,130.0,,0.0,,0.63,0.0,0.0,0.0,,0.0,130.0,,0.0,0.0,0.13,,0.0,0.0,130.0,,,500.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,250.0,,,,,1300.0,291.64,0.19,,,89.99,6.53,,,,,,,3407.58,166.31,1416.03,1681.84,595.93,914.63,1127.24,161.33,1959.33,2145.54,1339.75,734.28,,1065.6,,716.51,777.75,953.08,385.29,,1.6,0.0,3,식품의약품안전처,,80g,해당없음,1,분석,2014-09-30,2025-12-29,빨강
오징어산적,152,121,90,#98795a,D309-436000000-0001,오징어산적,D,음식,3,외식(분석함량),9,전·적 및 부침류,9436,943600,해당없음,94360000,해당없음,0,해당없음,100g,127,68.9,21.72,2.47,2.38,4.5,1.14,1.1,20.0,0.0,299.0,292.0,596.0,11.0,11.0,0.0,0.103,0.066,1.549,0.0,,292.81,0.34,0.0,,,,,0.0,5.49,,,,,,,,,,,,,,,,,,0.34,,0.79,,,0.0,0.03,,0.0,,,0.0,0.0,,,0.0,380.0,,0.0,,0.13,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,130.0,,,130.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,250.0,,,,,360.0,60.7,0.05,,,66.01,1.68,,,,,,,3010.8,125.54,1511.31,1557.54,517.45,767.4,857.56,141.43,1478.86,2008.36,1039.68,863.76,,870.69,,547.04,745.45,754.5,403.94,,2.8,0.0,3,식품의약품안전처,,80g,해당없음,1,분석,2014-09-30,2025-12-29,빨강
해물파전,107,83,48,#6b5330,D309-442000000-0001,해물파전_간편조리세트_모둠해물파전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9442,944200,해당없음,94420000,해당없음,0,해당없음,100g,205,62.6,6.81,12.09,1.25,17.29,2.02,1.3,29.0,0.78,111.0,132.0,295.0,,7.0,232.0,0.05,0.403,0.406,0.26,0.0,40.31,1.16,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,1330g,CJ 쿡킷,1,분석,2022-06-30,2025-12-29,빨강
햄부침,180,144,91,#b4905b,D309-443000000-0001,햄부침,D,음식,3,외식(분석함량),9,전·적 및 부침류,9443,944300,해당없음,94430000,해당없음,0,해당없음,100g,244,58.0,11.3,17.1,2.3,11.3,1.0,1.6,33.0,0.0,188.0,178.0,716.0,28.0,24.0,48.0,0.19,0.12,0.74,5.46,,72.11,4.4,0.1,,,,,,22.8,,,,,,,,,,,,,,,,,,0.2,,0.4,,,0.0,0.4,,0.0,,,200.0,0.0,,,0.0,0.0,,0.0,,3.5,0.0,100.0,300.0,,0.0,1300.0,,0.0,0.0,0.3,,100.0,0.0,0.0,,,5400.0,0.0,0.0,0.0,,0.0,0.0,0.0,,300.0,2900.0,,,,,40.0,15.93,0.08,,,22.54,1.05,,,,,,,2027.58,72.4,886.55,929.27,276.2,564.1,548.52,163.84,711.76,1095.34,685.2,481.45,,504.2,,361.9,480.9,534.27,328.52,,2.85,0.06,3,식품의약품안전처,,100g,해당없음,1,분석,2015-06-30,2025-12-29,빨강
호박전,174,139,56,#ae8b38,D309-445000000-0001,호박전,D,음식,3,외식(분석함량),9,전·적 및 부침류,9445,944500,해당없음,94450000,해당없음,0,해당없음,100g,139,75.2,4.32,8.73,0.99,10.73,1.9,4.6,32.0,0.0,83.0,205.0,185.0,7.0,0.0,90.0,0.06,0.074,0.245,0.0,,61.68,1.56,0.04,,,,,0.0,22.21,,,,,,,,,,,,,,,,,,0.68,,0.49,,,0.0,0.01,,0.72,,,400.0,0.0,,,0.0,0.0,,0.0,,3.33,0.0,0.0,130.0,,0.0,400.0,,0.0,0.0,0.4,,0.0,0.0,0.0,,,2070.0,0.0,0.0,0.0,,0.0,0.0,0.0,,70.0,1130.0,,,,,30.0,19.29,0.19,,,13.5,0.43,,,,,,,755.97,19.59,249.9,317.76,84.76,221.49,257.97,94.87,203.22,413.87,199.33,176.36,,167.09,,136.97,201.11,203.71,93.09,,2.31,0.0,3,식품의약품안전처,,150g,해당없음,1,분석,2014-09-30,2025-12-29,빨강
홍합산적,141,109,75,#8d6d4b,D309-446000000-0001,홍합산적,D,음식,3,외식(분석함량),9,전·적 및 부침류,9446,944600,해당없음,94460000,해당없음,0,해당없음,100g,196,55.2,22.23,6.0,3.35,13.22,4.17,1.8,62.0,0.01,345.0,203.0,900.0,48.0,31.0,204.0,0.0,0.21,4.161,0.0,,75.89,1.04,0.05,,,,,0.0,49.5,,,,,,,,,,,,,,,,,,0.55,,2.36,,,0.0,0.54,,0.73,,,380.0,0.0,,,0.0,380.0,,0.0,,0.75,0.0,130.0,130.0,,0.0,250.0,,0.0,0.0,0.38,,0.0,0.0,630.0,,,500.0,0.0,0.0,0.0,,0.0,0.0,0.0,,250.0,750.0,,,,,160.0,83.55,0.56,,,101.75,3.28,,,,,,,2788.25,40.61,1716.98,1372.7,410.34,925.1,1092.69,237.59,1814.41,2146.86,1026.58,822.09,,1024.48,,675.13,795.86,827.76,410.14,,1.53,0.0,3,식품의약품안전처,,80g,해당없음,1,분석,2014-09-30,2025-12-29,빨강
화양적,147,135,95,#93875f,D309-447000000-0001,화양적,D,음식,3,외식(분석함량),9,전·적 및 부침류,9447,944700,해당없음,94470000,해당없음,0,해당없음,100g,182,64.9,9.05,9.85,1.94,14.23,0.81,5.7,140.0,0.0,137.0,135.0,531.0,25.0,18.0,87.0,0.064,0.105,0.236,4.4,,82.17,2.55,0.06,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.11,,0.65,,,0.0,0.03,,0.01,,,70.0,0.0,,,0.0,70.0,,0.0,,3.47,0.0,70.0,200.0,,0.0,670.0,,0.0,0.0,0.33,,0.0,70.0,0.0,,,3330.0,0.0,0.0,0.0,,70.0,0.0,0.0,,200.0,1800.0,,,,,60.0,13.83,0.13,,,0.0,0.73,,,,,,,1595.32,495.57,676.22,730.43,213.27,445.73,507.33,120.16,538.14,885.27,512.01,368.45,,411.05,,249.99,404.03,379.01,211.87,,3.04,0.07,3,식품의약품안전처,,150g,해당없음,1,분석,2013-03-31,2025-12-29,빨강
감바스,149,106,67,#956a43,D310-449000000-0001,감바스_간편조리세트_감바스 알 아히요,D,음식,3,외식(분석함량),10,볶음류,10449,1044900,해당없음,104490000,해당없음,0,해당없음,100g,224,55.4,11.48,11.38,2.71,19.0,1.46,1.9,54.0,0.48,258.0,129.0,822.0,,1.0,74.0,0.107,0.064,0.871,0.38,0.0,35.59,1.96,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,641g,CJ 쿡킷,1,분석,2022-06-30,2025-12-29,빨강
고추잡채,147,106,72,#936a48,D310-453000000-0001,고추잡채_간편조리세트_고추잡채 꽃빵키트,D,음식,3,외식(분석함량),10,볶음류,10453,1045300,해당없음,104530000,해당없음,0,해당없음,100g,168,64.1,6.76,5.62,1.0,22.5,4.77,1.7,31.0,0.42,90.0,204.0,199.0,,0.0,264.0,0.437,0.156,0.791,5.63,0.0,9.81,1.21,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,556g,HY 잇츠온,1,분석,2022-06-30,2025-12-29,빨강
느타리버섯볶음,146,130,103,#928267,D310-459000000-0001,느타리버섯볶음,D,음식,3,외식(분석함량),10,볶음류,10459,1045900,해당없음,104590000,해당없음,0,해당없음,100g,87,82.5,3.61,4.66,1.57,7.69,3.24,4.4,34.0,0.75,107.0,241.0,453.0,,0.0,10.0,0.283,0.115,0.517,1.51,0.0,1.17,0.45,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,빨강
닭모래집볶음,145,98,58,#91623a,D310-460000000-0001,닭모래집볶음,D,음식,3,외식(분석함량),10,볶음류,10460,1046000,해당없음,104600000,해당없음,0,해당없음,100g,176,61.8,28.11,5.8,1.51,2.82,2.73,0.9,29.0,2.83,178.0,169.0,364.0,,11.0,4.0,0.129,0.276,1.156,0.2,0.0,363.87,1.14,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,빨강
두부김치,157,103,66,#9d6742,D310-466000000-0001,두부김치,D,음식,3,외식(분석함량),10,볶음류,10466,1046600,해당없음,104660000,해당없음,0,해당없음,100g,115,77.9,7.79,6.85,1.88,5.63,0.59,4.2,99.0,0.0,125.0,223.0,396.0,31.0,0.0,363.0,0.272,0.068,2.145,1.14,,5.57,1.27,0.03,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.27,,0.18,,,0.0,0.0,,0.15,,,40.0,0.0,,,0.0,0.0,,0.0,,2.64,0.0,40.0,160.0,,0.0,360.0,,0.0,0.0,0.36,,0.0,0.0,0.0,,,1640.0,0.0,0.0,0.0,,40.0,0.0,0.0,,40.0,880.0,,,,,130.0,37.34,0.49,,,0.0,0.7,,,,,,,1568.6,358.44,531.76,586.56,91.82,353.97,398.81,83.48,559.53,905.33,394.22,331.95,,315.06,,264.56,384.0,441.08,209.88,,3.3,0.03,3,식품의약품안전처,,250g,해당없음,1,분석,2013-03-31,2025-12-29,빨강
머위나물볶음,148,140,112,#948c70,D310-471000000-0001,머위나물볶음,D,음식,3,외식(분석함량),10,볶음류,10471,1047100,해당없음,104710000,해당없음,0,해당없음,100g,72,86.1,2.33,4.67,1.87,5.07,1.2,3.5,72.0,0.0,54.0,179.0,479.0,110.0,0.0,1321.0,0.093,0.047,0.76,1.25,,0.0,0.53,0.0,,,,,,14.51,,,,,,,,,,,,,,,,,,0.4,,0.07,,,0.0,0.0,,0.73,,,0.0,0.0,,,0.0,0.0,,0.0,,1.4,0.0,0.0,70.0,,0.0,130.0,,0.0,0.0,0.93,,0.0,0.0,0.0,,,870.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,330.0,,,,,110.0,28.62,0.31,,,6.64,0.39,,,,,,,512.74,107.71,120.39,156.79,26.97,98.93,105.38,16.0,162.37,223.73,111.77,78.16,,86.6,,75.61,104.37,98.79,49.65,,3.49,0.01,3,식품의약품안전처,,150g,해당없음,1,분석,2015-06-30,2025-12-29,빨강
순대볶음,142,90,50,#8e5a32,D310-483000000-0001,순대볶음_간편조리세트_매콤 깻잎 순대볶음,D,음식,3,외식(분석함량),10,볶음류,10483,1048300,해당없음,104830000,해당없음,0,해당없음,100g,166,65.6,2.89,7.12,1.9,22.51,3.71,2.0,34.0,2.26,41.0,129.0,573.0,,0.0,408.0,0.763,0.057,0.56,0.17,0.0,19.8,1.01,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,579g,프레시지,1,분석,2022-06-30,2025-12-29,빨강
오징어채볶음,173,98,53,#ad6235,D310-489000000-0001,오징어채볶음,D,음식,3,외식(분석함량),10,볶음류,10489,1048900,해당없음,104890000,해당없음,0,해당없음,100g,275,37.4,22.04,7.57,3.21,29.77,20.03,1.6,23.0,0.57,228.0,265.0,975.0,,0.0,635.0,0.397,0.054,4.521,0.2,0.0,183.61,1.17,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,빨강
주꾸미볶음,132,76,43,#844c2b,D310-493000000-0001,주꾸미볶음,D,음식,3,외식(분석함량),10,볶음류,10493,1049300,해당없음,104930000,해당없음,0,해당없음,100g,106,75.1,9.16,2.6,1.72,11.41,2.53,2.3,25.0,0.0,77.0,159.0,459.0,50.0,1.0,588.0,0.038,0.081,0.487,6.52,,100.38,0.3,0.01,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,0.98,,0.28,,,0.0,0.18,,1.1,,,0.0,0.0,,,0.0,50.0,,0.0,,0.65,0.0,0.0,0.0,,0.0,100.0,,0.0,0.0,0.05,,0.0,0.0,0.0,,,300.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,200.0,,,,,240.0,22.57,0.21,,,0.0,1.1,,,,,,,1803.32,648.87,647.78,744.96,188.29,368.05,441.91,56.14,752.68,1032.25,530.83,370.3,,426.35,,267.24,369.16,421.34,194.81,,2.74,0.06,3,식품의약품안전처,,200g,해당없음,1,분석,2013-03-31,2025-12-29,빨강
주꾸미삼겹살,137,91,55,#895b37,D310-494000000-0001,주꾸미삼겹살,D,음식,3,외식(분석함량),10,볶음류,10494,1049400,해당없음,104940000,해당없음,0,해당없음,100g,161,69.0,10.11,8.66,1.59,10.66,5.41,2.3,8.0,2.95,99.0,188.0,280.0,,2.0,454.0,0.095,0.09,0.674,0.63,0.0,70.76,2.29,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,식품의약품안전처,,100g,해당없음,1,분석,2022-06-30,2025-12-29,빨강
해물볶음,155,107,61,#9b6b3d,D310-502000000-0001,해물볶음,D,음식,3,외식(분석함량),10,볶음류,10502,1050200,해당없음,105020000,해당없음,0,해당없음,100g,105,76.5,9.55,3.83,2.05,8.05,1.85,2.3,106.0,0.0,139.0,231.0,439.0,55.0,7.0,584.0,0.0,0.07,0.02,4.29,,82.4,0.53,0.03,,,,,3.24,27.56,,,,,,,,,,,,,,,,,,0.75,,0.6,,,0.0,0.08,,0.43,,,20.0,10.0,,,10.0,140.0,,0.0,,1.12,0.0,20.0,50.0,,0.0,120.0,,0.0,10.0,0.15,,10.0,20.0,90.0,,,650.0,0.0,0.0,0.0,,10.0,10.0,0.0,,30.0,370.0,,,,,300.0,41.86,0.32,,,37.94,1.19,,,,,,,1452.02,513.88,660.52,614.45,174.43,353.29,387.45,106.63,662.55,941.04,485.94,329.29,,439.84,,283.28,340.8,407.54,176.54,,3.07,0.01,3,식품의약품안전처,,400g,해당없음,1,분석,2016-10-31,2025-12-29,빨강
가자미조림,159,105,62,#9f693e,D311-506000000-0001,가자미조림,D,음식,3,외식(분석함량),11,조림류,11506,1150600,해당없음,115060000,해당없음,0,해당없음,100g,99,75.9,12.37,2.37,2.2,7.17,3.5,1.8,76.0,0.0,148.0,279.0,564.0,38.0,23.0,181.0,0.11,0.09,0.333,1.39,,75.99,0.43,0.03,,,,,2.12,24.14,,,,,,,,,,,,,,,,,,0.87,,1.1,,,0.0,0.63,,0.9,,,30.0,10.0,,,50.0,250.0,,0.0,,0.31,0.0,60.0,80.0,,0.0,70.0,,0.0,0.0,0.08,,10.0,30.0,170.0,,,290.0,0.0,0.0,0.0,,10.0,20.0,0.0,,150.0,300.0,,,,,40.0,27.21,0.11,,,45.08,0.64,,,,,,,2121.08,707.01,1059.89,948.21,305.67,576.29,576.64,88.34,854.12,1315.77,749.84,501.26,,570.11,,413.98,485.26,485.25,259.76,,1.86,0.0,3,식품의약품안전처,,300g,해당없음,1,분석,2016-10-31,2025-12-29,빨강
고추조림,111,98,54,#6f6236,D311-510000000-0001,고추조림,D,음식,3,외식(분석함량),11,조림류,11510,1151000,해당없음,115100000,해당없음,0,해당없음,100g,111,75.8,3.3,4.9,2.7,13.4,7.1,4.0,46.0,0.0,69.0,291.0,779.0,31.0,0.0,377.0,0.12,0.03,0.17,6.07,,7.09,0.7,0.0,,,,,0.28,19.56,,,,,,,,,,,,,,,,,,1.1,,3.0,,,0.0,1.7,,1.4,,,0.0,0.0,,,0.0,0.0,,0.0,,2.1,0.0,0.0,100.0,,0.0,200.0,,0.0,0.0,0.3,,0.0,0.0,0.0,,,1100.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,500.0,,,,,90.0,30.15,0.22,,,0.01,0.45,,,,,,,704.0,138.95,206.09,208.85,29.71,145.11,130.3,27.24,177.28,350.89,153.91,115.26,,121.13,,72.72,127.07,118.37,57.35,,3.16,0.03,3,식품의약품안전처,,100g,해당없음,1,분석,2017-12-31,2025-12-29,빨강
동태조림,145,93,51,#915d33,D311-516000000-0001,동태조림,D,음식,3,외식(분석함량),11,조림류,11516,1151600,해당없음,115160000,해당없음,0,해당없음,100g,110,72.4,16.32,1.88,2.4,6.96,4.08,1.7,135.0,0.0,186.0,307.0,557.0,103.0,87.0,187.0,0.128,0.12,0.392,0.42,,87.38,0.44,0.08,,,,,1.88,20.74,,,,,,,,,,,,,,,,,,0.8,,2.16,,,0.0,0.44,,0.68,,,40.0,0.0,,,0.0,240.0,,0.0,,0.44,0.0,40.0,80.0,,0.0,80.0,,0.0,0.0,0.12,,40.0,0.0,200.0,,,320.0,0.0,0.0,0.0,,0.0,40.0,0.0,,80.0,320.0,,,,,40.0,35.15,0.12,,,0.03,0.71,,,,,,,2661.4,846.18,1356.61,1215.14,438.44,769.89,690.91,231.34,1052.55,1637.46,938.77,673.38,,704.99,,483.13,635.53,534.62,327.4,,1.47,0.24,3,식품의약품안전처,,250g,해당없음,1,분석,2017-12-31,2025-12-29,빨강
북어조림,152,118,79,#98764f,D311-524000000-0001,북어조림,D,음식,3,외식(분석함량),11,조림류,11524,1152400,해당없음,115240000,해당없음,0,해당없음,100g,182,55.7,20.83,3.33,2.97,17.14,8.2,2.1,155.0,0.0,207.0,270.0,766.0,24.0,2.0,268.0,0.109,0.116,1.393,3.41,,99.63,0.67,0.05,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,1.12,,4.53,,,0.0,1.21,,1.35,,,0.0,0.0,,,0.0,200.0,,0.0,,1.5,0.0,0.0,100.0,,0.0,200.0,,0.0,0.0,0.2,,0.0,0.0,100.0,,,800.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,500.0,,,,,90.0,37.2,0.12,,,0.0,0.75,,,,,,,3294.2,1102.32,1699.94,1693.24,572.49,941.07,952.7,177.01,1355.93,2121.92,1226.59,852.84,,939.21,,592.55,821.69,746.53,412.23,,2.62,0.36,3,식품의약품안전처,,100g,해당없음,1,분석,2013-03-31,2025-12-29,빨강
조기조림,154,115,64,#9a7340,D311-533000000-0001,조기조림,D,음식,3,외식(분석함량),11,조림류,11533,1153300,해당없음,115330000,해당없음,0,해당없음,100g,128,73.6,13.7,6.27,2.5,4.27,1.5,2.2,113.0,0.0,154.0,265.0,590.0,167.0,152.0,182.0,0.093,0.09,0.143,0.26,,76.06,1.67,0.03,,,,,,17.17,,,,,,,,,,,,,,,,,,0.4,,0.7,,,0.0,0.1,,0.27,,,70.0,0.0,,,70.0,630.0,,0.0,,0.3,0.0,200.0,170.0,,0.0,230.0,,30.0,30.0,0.1,,30.0,70.0,300.0,,,1070.0,0.0,0.0,0.0,,0.0,0.0,0.0,,530.0,1230.0,,,,,40.0,32.14,0.12,,,48.95,0.57,,,,,,,2113.89,661.77,1133.63,979.76,330.36,602.07,551.98,104.34,861.03,1390.96,781.84,504.74,,600.18,,401.06,494.27,492.42,253.83,,1.07,0.01,3,식품의약품안전처,,300g,해당없음,1,분석,2015-06-30,2025-12-29,빨강
고구마맛탕,150,102,37,#966625,D312-538000000-0001,고구마맛탕,D,음식,3,외식(분석함량),12,튀김류,12538,1253800,해당없음,125380000,해당없음,0,해당없음,100g,246,44.4,1.65,5.5,1.2,47.3,19.35,4.5,33.0,0.0,76.0,464.0,38.0,18.0,0.0,221.0,0.095,0.045,1.04,0.96,,0.0,0.95,0.0,,,,,0.0,42.31,,,,,,,,,,,,,,,,,,0.8,,10.0,,,0.0,6.9,,1.65,,,0.0,0.0,,,0.0,0.0,,0.0,,2.35,0.0,0.0,50.0,,0.0,200.0,,0.0,0.0,0.25,,0.0,0.0,0.0,,,1300.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,650.0,,,,,160.0,30.94,0.53,,,3.86,0.3,,,,,,,193.21,67.01,63.14,95.38,24.99,82.04,93.01,4.34,55.45,305.11,90.95,56.9,,76.3,,24.8,84.07,64.46,31.39,,4.14,0.03,3,식품의약품안전처,,200g,해당없음,1,분석,2015-06-30,2025-12-29,빨강
